Application,QProto Name,NetMon Old Name,NetMon New Short Name,NetMon New Long Name,Syslog Field,SIEM MPE Tag,SIEM Mapped Field (6.3 Name),SIEM Long Name 6.3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,file_idQ_PROTO_SLSK,file_id,FileID,File ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,filenameQ_PROTO_SLSK,filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,filesizeQ_PROTO_SLSK,filesize,FileSize,File Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,loginQ_PROTO_SLSK,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,passwordQ_PROTO_SLSK,password,Passwd,Password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,queryQ_PROTO_SLSK,query,Query,Query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,transfer_wayQ_PROTO_SLSK,transfer_way,TransferWay,Transfer Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLSK,versionQ_PROTO_SLSK,version,Version,Version,version,<version>,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,attributesQ_PROTO_SMB,attributes,Attributes,Atributes,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,command_stringQ_PROTO_SMB,command_string,CommandString,Command String,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,dialectQ_PROTO_SMB,dialect,Dialect,Dialect,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,directoryQ_PROTO_SMB,directory,Directory,Directory,object,<object>,Object,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,domainQ_PROTO_SMB,domain,Domain,Domain,domain,<domain>,Domain,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,end_of_fileQ_PROTO_SMB,end_of_file,EndOfFile,End Of File,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,ext_attributesQ_PROTO_SMB,ext_attributes,ExtAttributes,External Attributes,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,file_attributesQ_PROTO_SMB,file_attributes,FileAttributes,File Attributes,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,file_chunk_data_offsetQ_PROTO_SMB,file_chunk_data_offset,FileChunkDataOffset,File Chunk Data Offset,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,file_chunk_lenQ_PROTO_SMB,file_chunk_len,FileChunkLen,File Chunk Length,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,filenameQ_PROTO_SMB,filename,Filename,Filename,objectname,<objectname>,Object Name,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,filesizeQ_PROTO_SMB,filesize,FileSize,File Size,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,loadwayQ_PROTO_SMB,loadway,Loadway,Loadway,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,loginQ_PROTO_SMB,login,Login,Login,login,<login>,Login,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,native_lan_managerQ_PROTO_SMB,native_lan_manager,NativeLANManager,Native LAN Manager,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,native_osQ_PROTO_SMB,native_os,NativeOS,Native Operating System,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,nt_statusQ_PROTO_SMB,nt_status,NTStatus,NT Status,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,pathQ_PROTO_SMB,path,Path,Path,url,<url>,URL,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,process_idQ_PROTO_SMB,process_id,ProcessID,Process ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,query_idQ_PROTO_SMB,query_id,QueryID,Query ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,search_attributesQ_PROTO_SMB,search_attributes,SearchAttribs,Search Attributes,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,search_patternQ_PROTO_SMB,search_pattern,SearchPtrn,Search Pattern,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,search_storage_typeQ_PROTO_SMB,search_storage_type,SearchStorageType,Search Storage Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,security_blob_lenQ_PROTO_SMB,security_blob_len,SecurityBlobLen,Security Blob Length,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,serviceQ_PROTO_SMB,service,Service,Service,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,user_idQ_PROTO_SMB,user_id,UserID,User ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB,versionQ_PROTO_SMB,version,Version,Version,version,<version>,Version,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMPP,receiverQ_PROTO_SMPP,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMPP,senderQ_PROTO_SMPP,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,attach_dispositionQ_PROTO_SMTP,attach_disposition,AttachDisposition,Attach Disposition,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,attach_sizeQ_PROTO_SMTP,attach_size,AttachSize,Attach Size,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,attach_transfer_encodingQ_PROTO_SMTP,attach_transfer_encoding,AttachTransferEncoding,Attach Transfer Encoding,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,attach_typeQ_PROTO_SMTP,attach_type,AttachType,Attach Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,dateQ_PROTO_SMTP,date,Date,Date,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,durationQ_PROTO_SMTP,duration,SessionDuration,Session Duration,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,email_indexQ_PROTO_SMTP,email_index,EmailIndex,Email Index,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,attach_filenameQ_PROTO_SMTP,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,greeting_messageQ_PROTO_SMTP,greeting_message,GreetingMsg,Greeting Message,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,indexQ_PROTO_SMTP,index,Index,Index,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,loginQ_PROTO_SMTP,login,Login,Login,login,<login>,Login,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,methodQ_PROTO_SMTP,method,Method,Method,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,mime_typeQ_PROTO_SMTP,mime_type,MIMEType,MIMEType,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,msg_idQ_PROTO_SMTP,msg_id,MsgID,Message ID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,passwordQ_PROTO_SMTP,password,Passwd,Password,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,received_by_ipQ_PROTO_SMTP,received_by_ip,RcvdByIP,Received By IP,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,received_by_nameQ_PROTO_SMTP,received_by_name,RcvdByName,Received By Name,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,received_dateQ_PROTO_SMTP,received_date,RcvdDate,Received Date,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,received_from_ipQ_PROTO_SMTP,received_from_ip,RcvdFromIP,Received From IP,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,received_from_nameQ_PROTO_SMTP,received_from_name,RcvdFromName,Received From Name,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,received_server_agentQ_PROTO_SMTP,received_server_agent,RcvdServerAgent,Received Server Agent,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,received_withQ_PROTO_SMTP,received_with,RcvdWith,Received With,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,receiverQ_PROTO_SMTP,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,receiver_aliasQ_PROTO_SMTP,receiver_alias,ReceiverAlias,Receiver Alias,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,receiver_domainQ_PROTO_SMTP,receiver_domain,ReceiverDomain,Receiver Domain,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,receiver_emailQ_PROTO_SMTP,receiver_email,ReceiverEmail,Receiver Email,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,receiver_rcpttoQ_PROTO_SMTP,receiver_rcptto,ReceiverRcptto,Receiver Receipt to,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,receiver_typeQ_PROTO_SMTP,receiver_type,ReceiverType,Receiver Type,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,replytoQ_PROTO_SMTP,replyto,ReplyTo,Reply To,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,response_codeQ_PROTO_SMTP,response_code,ResponseCode,Response Code,object,<object>,Object,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,senderQ_PROTO_SMTP,sender,Sender,Sender,sender,<sender>,Sender,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,sender_aliasQ_PROTO_SMTP,sender_alias,SenderAlias,Sender Alias,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,sender_domainQ_PROTO_SMTP,sender_domain,SenderDomain,Sender Domain,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,sender_emailQ_PROTO_SMTP,sender_email,SenderEmail,Sender Email,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,serverQ_PROTO_SMTP,server,Server,Server,dname,<group>,Group,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,server_agentQ_PROTO_SMTP,server_agent,ServerAgent,Server Agent,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,server_responseQ_PROTO_SMTP,server_response,ServerResp,Server Response,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,sender_mailfromQ_PROTO_SMTP,sender_mailfrom,SenderMailFrom,Sender Mail From,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,start_timeQ_PROTO_SMTP,start_time,StartTime,Start Time,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,stop_timeQ_PROTO_SMTP,stop_time,StopTime,Stop Time,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,subjectQ_PROTO_SMTP,subject,Subject,Subject,subject,<subject>,Subject,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,user_agentQ_PROTO_SMTP,user_agent,UserAgent,User Agent,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTP,xmailerQ_PROTO_SMTP,xmailer,Xmailer,Xmailer,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,communityQ_PROTO_SNMP,community,Community,Community,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,methodQ_PROTO_SNMP,method,Method,Method,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,nameQ_PROTO_SNMP,name,Name,Name,subject,<subject>,Subject,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,oidQ_PROTO_SNMP,oid,OID,OID,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,request_idQ_PROTO_SNMP,request_id,RequestID,Request ID,sender,<sender>,Sender,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,value_lenQ_PROTO_SNMP,value_len,ValueLen,Value Len,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,value_typeQ_PROTO_SNMP,value_type,ValueType,Value Type,objectname,<objectname>,Object Name,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPP,caller_idQ_PROTO_SNPP,caller_id,CallerID,Caller ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPP,loginQ_PROTO_SNPP,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPP,methodQ_PROTO_SNPP,method,Method,Method,command,<command>,Command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPP,messageQ_PROTO_SNPP,message,Msg,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPP,pager_idQ_PROTO_SNPP,pager_id,PagerID,Pager ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPP,passwordQ_PROTO_SNPP,password,Passwd,Password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCKS4,remote_addrQ_PROTO_SOCKS4,remote_addr,RemoteAddr,Remote Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCKS5,remote_addrQ_PROTO_SOCKS5,remote_addr,RemoteAddr,Remote Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCKS5,remote_nameQ_PROTO_SOCKS5,remote_name,RemoteName,Remote Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPDY,header_countQ_PROTO_SPDY,header_count,HeaderCount,Header Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPDY,header_nameQ_PROTO_SPDY,header_name,HeaderName,Header Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPDY,header_valueQ_PROTO_SPDY,header_value,HeaderValue,Header Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPDY,lengthQ_PROTO_SPDY,length,Length,Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPDY,status_codeQ_PROTO_SPDY,status_code,StatusCode,Status Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPDY,stream_idQ_PROTO_SPDY,stream_id,StreamID,Stream ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPID,divergenceQ_PROTO_SPID,divergence,Divergence,Divergence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPID,found_protocolQ_PROTO_SPID,found_protocol,FoundProtocol,Found Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,actionQ_PROTO_SQUIRRELMAIL,action,Action,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,attach_idQ_PROTO_SQUIRRELMAIL,attach_id,AttachID,Attach ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,attach_sizeQ_PROTO_SQUIRRELMAIL,attach_size,AttachSize,Attach Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,attach_typeQ_PROTO_SQUIRRELMAIL,attach_type,AttachType,Attach Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,contact_aliasQ_PROTO_SQUIRRELMAIL,contact_alias,ContactAlias,Contact Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,contact_emailQ_PROTO_SQUIRRELMAIL,contact_email,ContactEmail,Contact Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,dateQ_PROTO_SQUIRRELMAIL,date,Date,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,draftQ_PROTO_SQUIRRELMAIL,draft,Draft,Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,attach_filenameQ_PROTO_SQUIRRELMAIL,attach_filename,Filename,Filename,objectname,<objectname>,Object Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,folderQ_PROTO_SQUIRRELMAIL,folder,Folder,Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,loginQ_PROTO_SQUIRRELMAIL,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,login_serverQ_PROTO_SQUIRRELMAIL,login_server,LoginServer,Login Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msg_idQ_PROTO_SQUIRRELMAIL,msg_id,MsgID,Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_dateQ_PROTO_SQUIRRELMAIL,msglist_date,MsgListDate,Message List Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_folderQ_PROTO_SQUIRRELMAIL,msglist_folder,MsgListFolder,Message List Folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_msgidQ_PROTO_SQUIRRELMAIL,msglist_msgid,MsgListMsgID,Message List Message ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_receiverQ_PROTO_SQUIRRELMAIL,msglist_receiver,MsgListReceiver,Message List Receiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_receiver_aliasQ_PROTO_SQUIRRELMAIL,msglist_receiver_alias,MsgListReceiverAlias,Message List Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_receiver_emailQ_PROTO_SQUIRRELMAIL,msglist_receiver_email,MsgListReceiverEmail,Message List Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_senderQ_PROTO_SQUIRRELMAIL,msglist_sender,MsgListSender,Message List Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_sender_aliasQ_PROTO_SQUIRRELMAIL,msglist_sender_alias,MsgListSenderAlias,Message List Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_sender_emailQ_PROTO_SQUIRRELMAIL,msglist_sender_email,MsgListSenderEmail,Message List Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,msglist_subjectQ_PROTO_SQUIRRELMAIL,msglist_subject,MsgListSubject,Message List Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,passwordQ_PROTO_SQUIRRELMAIL,password,Passwd,Password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,receiverQ_PROTO_SQUIRRELMAIL,receiver,Receiver,Receiver,recipient,<recipient>,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,receiver_aliasQ_PROTO_SQUIRRELMAIL,receiver_alias,ReceiverAlias,Receiver Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,receiver_emailQ_PROTO_SQUIRRELMAIL,receiver_email,ReceiverEmail,Receiver Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,receiver_typeQ_PROTO_SQUIRRELMAIL,receiver_type,ReceiverType,Receiver Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,senderQ_PROTO_SQUIRRELMAIL,sender,Sender,Sender,sender,<sender>,Sender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,sender_aliasQ_PROTO_SQUIRRELMAIL,sender_alias,SenderAlias,Sender Alias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,sender_emailQ_PROTO_SQUIRRELMAIL,sender_email,SenderEmail,Sender Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUIRRELMAIL,subjectQ_PROTO_SQUIRRELMAIL,subject,Subject,Subject,subject,<subject>,Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSH,rttQ_PROTO_SSH,rtt,RTT,RTT,subject,<subject>,Subject,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL,common_nameQ_PROTO_SSL,common_name,CommonName,Common Name,login,<login>,Login,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL,issuerQ_PROTO_SSL,issuer,Issuer,Issuer,recipient,<recipient>,Recipient,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL,server_nameQ_PROTO_SSL,server_name,ServerName,Server Name,dname,<group>,Group,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL,subject_alt_nameQ_PROTO_SSL,subject_alt_name,SubjectAltName,Subject Alternate Name,subject,<subject>,Subject,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL,supported_next_protocolQ_PROTO_SSL,supported_next_protocol,SupportedNextProto,Supported Next Protocol,command,<command>,Command,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL,validity_not_afterQ_PROTO_SSL,validity_not_after,ValidityNotAfter,Validity Not After,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL,validity_not_beforeQ_PROTO_SSL,validity_not_before,ValidityNotBefore,Validity Not Before,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,bridge_addrQ_PROTO_STP,bridge_addr,BridgeAddr,Bridge Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,root_addrQ_PROTO_STP,root_addr,RootAddr,Root Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,root_path_costQ_PROTO_STP,root_path_cost,RootPathCost,Root Path Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSLOG,codeQ_PROTO_SYSLOG,code,Code,Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T38,calleeQ_PROTO_T38,callee,Callee,Callee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T38,callerQ_PROTO_T38,caller,Caller,Caller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T38,fax_message_numberQ_PROTO_T38,fax_message_number,FaxMsgNum,Fax Message Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGGED,loginQ_PROTO_TAGGED,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGGED,passwordQ_PROTO_TAGGED,password,Passwd,Password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,call_durationQ_PROTO_TANGO,call_duration,CallDuration,Call Duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,calleeQ_PROTO_TANGO,callee,Callee,Callee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,callee_idQ_PROTO_TANGO,callee_id,CalleeID,Callee ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,callerQ_PROTO_TANGO,caller,Caller,Caller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,caller_idQ_PROTO_TANGO,caller_id,CallerID,Caller ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,call_idQ_PROTO_TANGO,call_id,CallID,Call ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,device_idQ_PROTO_TANGO,device_id,DeviceID,Device ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,loginQ_PROTO_TANGO,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,phone_numberQ_PROTO_TANGO,phone_number,PhoneNum,Phone Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,serviceQ_PROTO_TANGO,service,Service,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,user_emailQ_PROTO_TANGO,user_email,UserEmail,User Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO,user_idQ_PROTO_TANGO,user_id,UserID,User ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCHATCHE,loginQ_PROTO_TCHATCHE,login,Login,Login,login,<login>,Login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCHATCHE,passwordQ_PROTO_TCHATCHE,password,Passwd,Password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCP,ack_numberQ_PROTO_TCP,ack_number,AckNumber,Acknowledge Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCP,cnx_durationQ_PROTO_TCP,cnx_duration,CnxDuration,Cnx Duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCP,loss_countQ_PROTO_TCP,loss_count,LossCount,Loss Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCP,previous_lostQ_PROTO_TCP,previous_lost,PreviousLost,Previous Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
